500_0.jpg,"[127.0809992661448, 0.1679767631959401, 3.9125350197078563, 0.00018130443657335372, 0.013464933589637705, 7.473795254403131]"
500_1.jpg,"[133.78025241560664, 0.2650698239459844, 3.7876262619347054, 0.00034532900496547894, 0.018583030026491344, 6.809614267367905]"
500_10.jpg,"[200.98741744129157, 0.25560693425307424, 3.8348165036908815, 0.0004607336956704669, 0.021464708143146667, 7.987493884540116]"
500_100.jpg,"[176.81490414016633, 0.2015295031553926, 3.8601975323407283, 0.00039150098916310736, 0.019786383933480804, 8.685210524706457]"
500_101.jpg,"[380.05465310053813, 0.13632261742472815, 4.069637490052315, 0.00013147384417583826, 0.011466204436335429, 12.527959118150683]"
500_102.jpg,"[355.6738587022994, 0.14830076691568858, 4.07705337253128, 0.0001479665615315194, 0.01216415067037232, 11.241052317759294]"
500_103.jpg,"[57.64023131727005, 0.23232591576178965, 3.683130818621641, 0.0002931469964232189, 0.017121536041582803, 5.01565939946184]"
500_104.jpg,"[30.405875428082194, 0.3263513605854058, 3.4882594068418866, 0.0005398863374607814, 0.02323545432008553, 3.57760518590998]"
500_105.jpg,"[134.21580311276907, 0.3198897851929923, 3.570073840031289, 0.0005980058735543062, 0.024454158614728626, 5.608507369129159]"
500_106.jpg,"[89.09611209637966, 0.27303166379805455, 3.57770914192091, 0.006020311139254546, 0.07759066399544823, 5.8659720523483365]"
500_107.jpg,"[220.51069058830723, 0.17932510185090003, 3.849800917092665, 0.00031707585413764635, 0.017806623883758716, 9.363881329500979]"
500_108.jpg,"[179.69898559809198, 0.134686286438432, 3.94245898097585, 0.0001561705470206124, 0.012496821476704082, 9.297681476272015]"
500_109.jpg,"[59.38718887597847, 0.2534003362565271, 3.6622811607209966, 0.0003250159147765712, 0.01802819776840079, 4.794165086839531]"
500_11.jpg,"[565.8311406861546, 0.12720287180891307, 4.159381937109283, 0.0001492990197235137, 0.012218797801891711, 14.943038313356166]"
500_110.jpg,"[291.22877170988255, 0.20301983955238623, 3.955022027370073, 0.00027788968286220604, 0.016670023481153408, 10.18996147260274]"
500_111.jpg,"[197.4037541279354, 0.21275681401664417, 3.8542393447074765, 0.0003462896513916351, 0.018608859486589583, 8.494110047700588]"
500_112.jpg,"[70.47982280454988, 0.24305395674015756, 3.6602223184077167, 0.0003430598662898004, 0.01852187534484023, 5.28834011130137]"
500_113.jpg,"[366.1831312683464, 0.16392727359655354, 3.967323105319578, 0.00019988449913435497, 0.014138051461723958, 10.843310451320937]"
500_114.jpg,"[105.84365826810175, 0.2885867632963317, 3.625615950987488, 0.0006045876182028974, 0.024588363471424797, 6.22800727739726]"
500_115.jpg,"[70.26424519936398, 0.1791483192614273, 3.6224048465251033, 0.0003539277382336262, 0.018812967289442307, 5.960864878913894]"
